Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
2843,CA-2017-135650,3/23/2017,3/27/2017,Standard Class,AC-10660,OFF-ST-10001809,143.73,2,0.20,-32.34
2844,CA-2017-112865,5/18/2017,5/22/2017,Standard Class,BH-11710,TEC-AC-10000387,36.05,3,0.20,-0.90
2845,US-2016-162852,12/27/2016,12/31/2016,Standard Class,BG-11695,FUR-CH-10004853,845.49,8,0.30,-12.08
2846,CA-2017-138163,11/17/2017,11/20/2017,First Class,XP-21865,OFF-AR-10001958,50.94,3,0.00,14.26
2847,CA-2017-152093,9/10/2017,9/15/2017,Standard Class,SN-20560,OFF-BI-10003527,762.59,3,0.80,-1143.89
2848,CA-2017-157854,4/8/2017,4/15/2017,Standard Class,DM-13345,FUR-FU-10003832,56.28,6,0.00,15.76
2849,CA-2017-157854,4/8/2017,4/15/2017,Standard Class,DM-13345,OFF-BI-10001359,2690.97,3,0.00,1264.76
2850,CA-2016-123617,11/28/2016,12/3/2016,Standard Class,AJ-10780,OFF-BI-10002976,7.43,6,0.70,-5.70
2851,US-2016-128293,6/2/2016,6/5/2016,First Class,KC-16255,OFF-ST-10000736,64.78,1,0.20,-12.96
2852,CA-2017-107342,12/17/2017,12/22/2017,Standard Class,VF-21715,OFF-PA-10001745,28.16,4,0.00,13.24
2853,CA-2016-136371,3/19/2016,3/21/2016,Second Class,SV-20935,FUR-FU-10000409,14.98,1,0.00,6.89
2854,CA-2016-136371,3/19/2016,3/21/2016,Second Class,SV-20935,FUR-FU-10000221,20.32,4,0.00,6.91
2855,CA-2017-137344,8/20/2017,8/20/2017,Same Day,EM-13810,OFF-ST-10000344,40.29,3,0.00,10.48
2856,CA-2017-169810,7/25/2017,7/31/2017,Standard Class,RB-19360,OFF-LA-10003663,20.23,7,0.00,9.51
2857,CA-2016-128594,8/26/2016,8/29/2016,First Class,DJ-13510,FUR-CH-10001215,1603.14,4,0.20,100.20
2858,CA-2016-154690,8/15/2016,8/17/2016,Second Class,CC-12370,FUR-CH-10000988,225.30,2,0.20,22.53
2859,CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380,TEC-AC-10003441,67.80,4,0.00,4.07
2860,CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380,TEC-PH-10004389,377.97,3,0.00,98.27
2861,CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380,FUR-BO-10004695,1628.82,9,0.00,374.63
2862,CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380,OFF-PA-10000100,286.93,7,0.00,140.60
2863,CA-2017-106537,8/12/2017,8/17/2017,Standard Class,RH-19495,OFF-PA-10000223,20.74,4,0.20,7.26
2864,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,OFF-ST-10001325,31.44,3,0.00,8.49
2865,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,OFF-AP-10004249,83.79,7,0.00,22.62
2866,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,OFF-AR-10000588,59.52,3,0.00,15.48
2867,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,OFF-SU-10000946,31.92,4,0.00,9.26
2868,CA-2016-115588,11/10/2016,11/12/2016,Second Class,AF-10885,OFF-SU-10001225,14.72,5,0.20,-3.31
2869,CA-2016-115588,11/10/2016,11/12/2016,Second Class,AF-10885,OFF-ST-10001558,38.98,3,0.20,-2.44
2870,CA-2017-143861,6/12/2017,6/19/2017,Standard Class,LC-16885,FUR-FU-10001546,17.09,2,0.20,1.07
2871,CA-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275,OFF-PA-10002581,74.35,3,0.20,23.24
2872,CA-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275,FUR-CH-10001482,314.35,3,0.20,-35.36
2873,CA-2017-135167,6/15/2017,6/20/2017,Standard Class,SC-20800,OFF-AR-10002399,4.26,1,0.00,1.75
2874,CA-2017-137022,11/16/2017,11/22/2017,Standard Class,SW-20275,OFF-ST-10001963,811.28,8,0.00,24.34
2875,US-2017-102638,12/29/2017,12/31/2017,First Class,MC-17845,OFF-FA-10002988,6.03,3,0.00,2.95
2876,US-2016-167339,1/21/2016,1/23/2016,Second Class,TD-20995,FUR-CH-10004289,153.57,2,0.20,-5.76
2877,US-2016-167339,1/21/2016,1/23/2016,Second Class,TD-20995,FUR-CH-10000785,1013.49,7,0.20,76.01
2878,CA-2016-152072,1/15/2016,1/19/2016,Standard Class,Dp-13240,OFF-EN-10003040,52.34,2,0.00,24.60
2879,CA-2016-152072,1/15/2016,1/19/2016,Standard Class,Dp-13240,OFF-AR-10001573,4.66,2,0.00,1.35
2880,CA-2016-152072,1/15/2016,1/19/2016,Standard Class,Dp-13240,TEC-AC-10000844,254.97,3,0.00,91.79
2881,CA-2016-102932,9/19/2016,9/23/2016,Second Class,SD-20485,OFF-BI-10000756,25.44,6,0.00,12.72
2882,CA-2016-102932,9/19/2016,9/23/2016,Second Class,SD-20485,OFF-SU-10000381,27.93,3,0.00,8.10
2883,CA-2014-165540,2/21/2014,2/25/2014,Standard Class,TM-21010,OFF-BI-10004094,8.85,5,0.80,-13.72
2884,CA-2016-130799,11/11/2016,11/16/2016,Second Class,BK-11260,FUR-FU-10001852,6.96,4,0.00,2.23
2885,CA-2016-164483,1/30/2016,2/3/2016,Standard Class,JF-15490,OFF-BI-10000014,17.46,2,0.20,5.89
2886,US-2016-159856,10/18/2016,10/22/2016,Standard Class,EP-13915,FUR-CH-10003396,307.92,5,0.20,-34.64
2887,CA-2017-102099,12/18/2017,12/19/2017,First Class,EP-13915,OFF-AR-10003811,6.63,3,0.00,1.79
2888,CA-2017-102099,12/18/2017,12/19/2017,First Class,EP-13915,OFF-PA-10003172,12.96,2,0.00,6.22
2889,CA-2017-102099,12/18/2017,12/19/2017,First Class,EP-13915,OFF-PA-10000289,32.40,5,0.00,15.55
2890,CA-2017-164049,11/2/2017,11/6/2017,Standard Class,KH-16630,OFF-PA-10000791,23.85,5,0.00,10.73
2891,CA-2014-142727,4/29/2014,5/1/2014,Second Class,HG-14845,FUR-CH-10002304,51.96,2,0.00,12.99
2892,CA-2014-142727,4/29/2014,5/1/2014,Second Class,HG-14845,OFF-BI-10000136,17.94,3,0.00,8.61
2893,CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105,OFF-PA-10003739,11.56,2,0.00,5.66
2894,CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105,OFF-PA-10002479,26.40,5,0.00,11.88
2895,CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105,FUR-FU-10000771,69.08,11,0.00,29.01
2896,CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105,TEC-PH-10001552,35.88,3,0.00,10.05
2897,CA-2014-169033,3/30/2014,4/3/2014,Standard Class,KM-16720,OFF-AR-10001915,49.65,5,0.00,20.85
2898,US-2016-164630,1/4/2016,1/9/2016,Standard Class,EB-13975,TEC-CO-10000971,959.97,4,0.20,120.00
2899,US-2015-114839,4/26/2015,4/30/2015,Standard Class,PW-19240,FUR-CH-10004086,408.42,2,0.30,-5.83
2900,CA-2015-166464,9/12/2015,9/17/2015,Standard Class,PG-18895,TEC-CO-10000971,479.98,2,0.20,60.00
2901,CA-2015-166464,9/12/2015,9/17/2015,Standard Class,PG-18895,OFF-LA-10001317,12.60,4,0.00,6.05
2902,CA-2017-124898,9/11/2017,9/15/2017,Standard Class,DB-12910,OFF-PA-10003656,184.66,7,0.00,84.94
2903,CA-2016-164035,6/12/2016,6/17/2016,Standard Class,CR-12730,OFF-PA-10002160,23.12,5,0.20,8.38
2904,CA-2016-153577,6/27/2016,7/1/2016,Standard Class,KH-16330,OFF-PA-10000575,37.46,7,0.20,12.18
2905,CA-2016-153577,6/27/2016,7/1/2016,Standard Class,KH-16330,FUR-CH-10003981,539.66,3,0.30,-7.71
2906,CA-2014-127586,9/26/2014,9/30/2014,Standard Class,CS-12400,OFF-ST-10002615,310.12,2,0.00,80.63
2907,CA-2017-121615,11/3/2017,11/9/2017,Standard Class,DL-12925,OFF-PA-10000327,8.56,2,0.00,3.85
2908,CA-2017-121615,11/3/2017,11/9/2017,Standard Class,DL-12925,OFF-ST-10001325,52.40,5,0.00,14.15
2909,CA-2017-121615,11/3/2017,11/9/2017,Standard Class,DL-12925,OFF-LA-10001771,14.94,3,0.00,6.87
2910,CA-2017-166415,2/19/2017,2/23/2017,Standard Class,ME-17725,OFF-FA-10004968,11.22,3,0.00,0.22
2911,CA-2015-118444,11/5/2015,11/9/2015,Standard Class,VD-21670,OFF-AP-10000576,387.14,4,0.20,24.20
2912,CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,OFF-EN-10003286,41.40,5,0.00,19.46
2913,CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,OFF-AR-10003772,35.00,4,0.00,10.50
2914,CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,OFF-BI-10002852,39.55,3,0.20,14.34
2915,CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925,TEC-PH-10002890,135.72,3,0.00,35.29
2916,CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925,OFF-BI-10001308,12.56,2,0.00,5.65
2917,CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925,TEC-PH-10001750,263.96,4,0.00,71.27
2918,CA-2017-155047,8/27/2017,8/30/2017,First Class,SE-20110,OFF-AR-10003338,5.95,1,0.20,0.37
2919,CA-2016-160129,11/23/2016,11/23/2016,Same Day,LS-17200,OFF-FA-10002763,15.80,5,0.20,2.37
2920,CA-2016-160129,11/23/2016,11/23/2016,Same Day,LS-17200,FUR-FU-10002088,14.37,2,0.20,3.95
2921,CA-2016-160129,11/23/2016,11/23/2016,Same Day,LS-17200,FUR-FU-10003976,70.45,7,0.20,12.33
2922,CA-2017-164329,1/30/2017,1/30/2017,Same Day,MM-17920,OFF-ST-10001511,129.30,2,0.00,6.47
2923,US-2015-141453,11/30/2015,12/3/2015,Second Class,DB-13270,OFF-BI-10000301,3.88,3,0.80,-5.82
2924,CA-2014-156993,6/28/2014,7/4/2014,Standard Class,RW-19630,OFF-FA-10003495,6.08,1,0.00,3.04
2925,CA-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195,OFF-AP-10001303,19.90,1,0.00,8.96
2926,CA-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195,FUR-FU-10002116,70.71,1,0.00,4.95
2927,CA-2017-128629,7/10/2017,7/14/2017,Second Class,BP-11155,FUR-FU-10000771,18.84,3,0.00,7.91
2928,CA-2017-158106,6/4/2017,6/10/2017,Standard Class,CT-11995,OFF-AR-10002255,8.64,3,0.00,2.51
2929,US-2017-120390,10/19/2017,10/26/2017,Standard Class,TH-21550,OFF-BI-10004995,1633.19,4,0.70,-1306.55
2930,CA-2017-143434,11/18/2017,11/24/2017,Standard Class,ME-17320,FUR-FU-10002597,19.76,4,0.00,8.30
2931,CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220,OFF-BI-10004970,6.61,2,0.20,2.23
2932,CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220,OFF-BI-10002557,7.28,2,0.20,2.73
2933,CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220,FUR-CH-10000785,144.78,1,0.20,10.86
2934,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,TEC-PH-10002310,156.79,1,0.20,13.72
2935,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,TEC-PH-10002834,431.98,3,0.20,27.00
2936,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,OFF-EN-10000927,35.89,1,0.00,16.15
2937,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,OFF-BI-10001636,47.21,7,0.20,15.34
2938,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,OFF-PA-10001736,248.08,7,0.00,116.60
2939,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,OFF-PA-10000482,189.70,5,0.00,89.16
2940,US-2016-169040,12/6/2016,12/12/2016,Standard Class,GT-14710,OFF-BI-10001658,59.81,3,0.20,19.44
2941,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150,FUR-CH-10000422,90.99,1,0.00,14.56
2942,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150,FUR-CH-10004675,1526.56,7,0.00,427.44
2943,CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150,FUR-CH-10002880,368.97,3,0.00,40.59
2944,CA-2017-126242,11/19/2017,11/24/2017,Standard Class,MC-18100,OFF-ST-10000675,305.01,9,0.00,76.25
2945,CA-2017-126242,11/19/2017,11/24/2017,Standard Class,MC-18100,FUR-FU-10002685,18.70,1,0.00,7.11
2946,CA-2016-166443,11/4/2016,11/5/2016,First Class,LH-17020,FUR-FU-10004020,38.29,7,0.00,16.46
2947,CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175,FUR-FU-10004963,26.25,3,0.00,11.03
2948,CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175,OFF-BI-10000174,64.96,14,0.20,22.74
2949,CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175,OFF-EN-10000461,43.70,5,0.00,20.54
2950,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,TEC-AC-10001266,41.60,4,0.20,13.00
2951,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,OFF-PA-10002160,23.12,5,0.20,8.38
2952,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,FUR-CH-10004875,113.89,2,0.20,9.97
2953,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,FUR-FU-10000305,113.57,2,0.20,-5.68
2954,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,TEC-PH-10000347,7.92,2,0.20,0.69
2955,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,TEC-PH-10001459,671.98,2,0.20,50.40
2956,CA-2016-153353,8/18/2016,8/24/2016,Standard Class,GG-14650,TEC-PH-10000439,39.99,1,0.00,11.60
2957,CA-2017-123638,6/27/2017,7/4/2017,Standard Class,MA-17995,FUR-CH-10002647,191.65,3,0.10,31.94
2958,CA-2017-168900,5/4/2017,5/9/2017,Standard Class,SH-20395,OFF-BI-10003910,2.31,1,0.70,-1.93
2959,CA-2015-158456,12/24/2015,12/29/2015,Standard Class,KT-16465,OFF-BI-10001097,19.94,4,0.20,7.23
2960,CA-2015-158456,12/24/2015,12/29/2015,Standard Class,KT-16465,OFF-FA-10004854,45.92,4,0.00,21.58
2961,CA-2017-143665,4/26/2017,5/1/2017,Standard Class,PO-19180,OFF-PA-10003673,20.34,3,0.00,9.36
2962,CA-2017-143665,4/26/2017,5/1/2017,Standard Class,PO-19180,OFF-LA-10002034,39.28,8,0.00,19.25
2963,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,FUR-CH-10002774,81.57,2,0.20,9.18
2964,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,FUR-CH-10003817,97.18,2,0.20,6.07
2965,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,OFF-BI-10002949,24.32,5,0.20,8.21
2966,CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555,FUR-FU-10002445,18.96,2,0.00,7.58
2967,CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640,FUR-FU-10001473,32.95,6,0.60,-19.77
2968,CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640,OFF-ST-10002562,30.02,4,0.20,3.00
2969,CA-2017-167941,11/6/2017,11/9/2017,Second Class,JF-15565,OFF-AP-10002118,499.58,3,0.20,43.71
2970,CA-2017-167941,11/6/2017,11/9/2017,Second Class,JF-15565,OFF-PA-10001800,31.10,6,0.20,10.89
2971,CA-2017-167941,11/6/2017,11/9/2017,Second Class,JF-15565,OFF-BI-10002827,13.27,8,0.70,-10.62
2972,CA-2017-167941,11/6/2017,11/9/2017,Second Class,JF-15565,FUR-FU-10004671,28.27,2,0.20,6.36
2973,CA-2017-167941,11/6/2017,11/9/2017,Second Class,JF-15565,OFF-ST-10000736,259.14,4,0.20,-51.83
2974,CA-2017-111808,12/16/2017,12/20/2017,Standard Class,AR-10510,OFF-BI-10004656,10.80,5,0.00,5.18
2975,CA-2015-137512,5/7/2015,5/12/2015,Standard Class,AG-10675,FUR-TA-10001095,244.01,2,0.30,-31.37
2976,CA-2015-137512,5/7/2015,5/12/2015,Standard Class,AG-10675,OFF-PA-10000213,15.94,4,0.20,5.38
2977,CA-2017-139773,12/4/2017,12/4/2017,Same Day,DV-13045,FUR-CH-10001797,188.55,7,0.30,-2.69
2978,CA-2017-134607,10/3/2017,10/8/2017,Second Class,HL-15040,OFF-ST-10002214,22.58,2,0.00,5.87
2979,CA-2014-109232,1/13/2014,1/16/2014,Second Class,ND-18370,FUR-CH-10000422,545.94,6,0.00,87.35
2980,CA-2015-139850,6/12/2015,6/17/2015,Standard Class,GB-14575,OFF-PA-10003848,20.74,4,0.20,7.26
2981,CA-2015-139850,6/12/2015,6/17/2015,Standard Class,GB-14575,FUR-FU-10003623,43.30,2,0.20,4.33
2982,CA-2014-131310,7/12/2014,7/18/2014,Standard Class,CL-12565,FUR-CH-10001797,123.14,4,0.20,13.85
2983,CA-2014-131310,7/12/2014,7/18/2014,Standard Class,CL-12565,OFF-BI-10003094,11.26,4,0.20,3.80
2984,US-2014-112872,12/6/2014,12/11/2014,Second Class,RC-19960,OFF-ST-10002205,53.42,3,0.20,4.67
2985,US-2014-112872,12/6/2014,12/11/2014,Second Class,RC-19960,FUR-TA-10003238,275.49,1,0.50,-170.80
2986,CA-2016-139269,5/25/2016,5/30/2016,Standard Class,JB-16045,FUR-FU-10000755,24.96,4,0.00,6.24
2987,CA-2016-139269,5/25/2016,5/30/2016,Standard Class,JB-16045,OFF-PA-10002893,19.36,2,0.00,9.29
2988,CA-2016-139269,5/25/2016,5/30/2016,Standard Class,JB-16045,OFF-ST-10000689,1267.65,9,0.00,152.12
2989,CA-2016-139010,2/21/2016,2/26/2016,Second Class,MC-17635,TEC-AC-10004227,12.99,1,0.00,0.78
2990,CA-2016-139010,2/21/2016,2/26/2016,Second Class,MC-17635,OFF-BI-10000174,18.56,4,0.20,6.50
2991,CA-2016-139010,2/21/2016,2/26/2016,Second Class,MC-17635,OFF-ST-10001809,449.15,5,0.00,8.98
2992,CA-2016-139010,2/21/2016,2/26/2016,Second Class,MC-17635,OFF-BI-10002309,31.25,7,0.20,10.94
2993,CA-2016-134376,10/2/2016,10/6/2016,Standard Class,TT-21265,OFF-AP-10004532,61.44,3,0.00,16.59
2994,CA-2017-147291,3/11/2017,3/17/2017,Standard Class,MJ-17740,OFF-BI-10003091,895.92,4,0.00,421.08
2995,CA-2016-112893,9/9/2016,9/13/2016,Second Class,AT-10735,OFF-BI-10004654,55.36,4,0.20,18.68
2996,US-2014-150532,7/14/2014,7/21/2014,Standard Class,PB-19150,OFF-ST-10000760,55.92,5,0.20,6.29
2997,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,OFF-EN-10001539,24.90,4,0.20,8.40
2998,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,FUR-FU-10000550,3.98,1,0.20,0.65
2999,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,TEC-AC-10003628,95.97,4,0.20,28.79
3000,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,TEC-MA-10004521,206.99,3,0.70,-172.49
3001,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,OFF-AP-10003860,44.42,2,0.20,3.89
3002,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,OFF-BI-10000069,9.01,2,0.70,-7.20
3003,CA-2015-130610,7/5/2015,7/10/2015,Standard Class,VP-21730,OFF-BI-10003655,19.00,5,0.00,8.93
3004,CA-2017-104381,12/16/2017,12/23/2017,Standard Class,RD-19810,OFF-BI-10001628,33.38,4,0.20,10.43
3005,CA-2016-131499,9/8/2016,9/10/2016,First Class,MG-17875,OFF-AP-10003779,207.48,1,0.00,62.24
3006,CA-2014-148761,5/17/2014,5/21/2014,Standard Class,PA-19060,OFF-BI-10000666,91.68,3,0.00,45.84
3007,CA-2017-116519,10/13/2017,10/15/2017,First Class,CR-12730,OFF-AP-10000828,904.90,5,0.00,253.37
3008,CA-2014-130729,10/24/2014,10/29/2014,Standard Class,AA-10375,OFF-BI-10002706,34.27,3,0.20,11.14
3009,CA-2016-124772,12/5/2016,12/6/2016,First Class,JG-15160,FUR-FU-10004748,191.82,3,0.00,74.81
3010,CA-2016-115525,7/25/2016,7/29/2016,Standard Class,RR-19525,OFF-AP-10000026,243.88,5,0.20,27.44
3011,CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425,OFF-BI-10000773,12.03,5,0.70,-9.22
3012,CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425,TEC-MA-10000822,2549.99,5,0.70,-3399.98
3013,CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425,OFF-BI-10001543,21.59,2,0.70,-15.84
3014,CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425,OFF-BI-10003355,8.96,6,0.70,-6.57
3015,CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425,OFF-PA-10002005,20.74,4,0.20,7.26
3016,US-2015-138919,9/17/2015,9/21/2015,Standard Class,LS-16975,FUR-TA-10004154,344.22,2,0.40,-103.27
3017,US-2016-160528,8/23/2016,8/30/2016,Standard Class,MH-18115,OFF-ST-10002743,727.30,8,0.20,-172.73
3018,US-2016-160528,8/23/2016,8/30/2016,Standard Class,MH-18115,FUR-FU-10004973,22.61,3,0.60,-10.17
3019,US-2016-160528,8/23/2016,8/30/2016,Standard Class,MH-18115,TEC-AC-10002842,666.40,7,0.20,-33.32
3020,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,OFF-FA-10002701,5.04,3,0.00,0.20
3021,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,OFF-PA-10001125,92.94,3,0.00,41.82
3022,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,FUR-FU-10004090,66.69,3,0.00,22.01
3023,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,OFF-BI-10001510,91.68,5,0.20,28.65
3024,CA-2017-124674,11/17/2017,11/23/2017,Standard Class,JB-16000,FUR-BO-10002202,327.73,2,0.32,-14.46
3025,CA-2015-164441,11/8/2015,11/13/2015,Standard Class,AC-10450,OFF-BI-10001922,52.27,11,0.20,17.64
3026,CA-2015-164441,11/8/2015,11/13/2015,Standard Class,AC-10450,OFF-PA-10001667,17.94,3,0.00,8.07
3027,CA-2017-169054,4/22/2017,4/26/2017,Standard Class,MO-17800,FUR-FU-10001488,254.35,3,0.20,0.00
3028,CA-2014-106719,8/24/2014,8/24/2014,Same Day,RB-19645,OFF-BI-10002799,8.29,2,0.20,2.69
3029,CA-2017-116855,12/17/2017,12/21/2017,Standard Class,AI-10855,FUR-CH-10003846,504.90,5,0.00,80.78
3030,US-2016-164189,3/24/2016,3/28/2016,Standard Class,DR-12880,TEC-PH-10003691,403.17,4,0.20,25.20
3031,CA-2015-168480,9/21/2015,9/27/2015,Standard Class,DM-12955,FUR-BO-10000468,194.32,4,0.00,31.09
3032,CA-2015-168480,9/21/2015,9/27/2015,Standard Class,DM-12955,OFF-AR-10001044,25.99,1,0.00,7.54
3033,US-2016-114293,11/21/2016,11/26/2016,Standard Class,JH-16180,FUR-CH-10003833,195.14,4,0.20,-12.20
3034,CA-2017-134173,9/16/2017,9/21/2017,Standard Class,AB-10060,OFF-PA-10004355,20.74,4,0.20,7.26
3035,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,TEC-AC-10003038,53.70,6,0.00,10.20
3036,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,OFF-BI-10002799,36.26,7,0.00,16.68
3037,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,OFF-AR-10003582,56.30,2,0.00,15.76
3038,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,OFF-PA-10004451,32.40,5,0.00,15.55
3039,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,FUR-FU-10004666,29.16,2,0.00,10.79
3040,CA-2017-101749,10/3/2017,10/8/2017,Standard Class,AS-10045,FUR-TA-10001520,171.29,3,0.20,-6.42
3041,US-2016-147991,5/5/2016,5/9/2016,Standard Class,ZD-21925,FUR-FU-10004270,16.72,5,0.20,3.34
3042,CA-2017-149559,9/11/2017,9/12/2017,Same Day,KF-16285,OFF-PA-10003172,12.96,2,0.00,6.22
3043,CA-2017-149559,9/11/2017,9/12/2017,Same Day,KF-16285,OFF-EN-10002312,22.18,2,0.00,10.87
3044,CA-2017-149559,9/11/2017,9/12/2017,Same Day,KF-16285,FUR-CH-10002320,2054.27,8,0.20,256.78
3045,CA-2015-135174,4/30/2015,5/2/2015,Second Class,BP-11230,TEC-PH-10001530,1022.97,5,0.40,-255.74
3046,CA-2017-125290,11/6/2017,11/10/2017,Second Class,CC-12430,OFF-AR-10001216,13.90,5,0.00,3.61
3047,CA-2017-125290,11/6/2017,11/10/2017,Second Class,CC-12430,OFF-PA-10003127,26.38,1,0.00,12.13
3048,CA-2014-137351,9/30/2014,10/4/2014,Standard Class,DB-13615,OFF-BI-10003910,43.18,7,0.20,13.49
3049,CA-2017-121419,4/2/2017,4/4/2017,First Class,TC-21475,FUR-TA-10004534,411.80,2,0.00,70.01
3050,CA-2017-121419,4/2/2017,4/4/2017,First Class,TC-21475,TEC-AC-10000892,360.00,4,0.00,129.60
3051,US-2017-148054,10/6/2017,10/11/2017,Standard Class,NZ-18565,FUR-FU-10003247,41.96,2,0.00,2.94
3052,US-2017-148054,10/6/2017,10/11/2017,Standard Class,NZ-18565,OFF-AP-10004336,227.84,4,0.00,66.07
3053,US-2017-148054,10/6/2017,10/11/2017,Standard Class,NZ-18565,OFF-PA-10001295,37.94,2,0.00,18.21
3054,CA-2016-128517,4/9/2016,4/14/2016,Second Class,SW-20350,TEC-PH-10002555,517.90,2,0.00,134.65
3055,CA-2016-128517,4/9/2016,4/14/2016,Second Class,SW-20350,OFF-BI-10000831,5.28,2,0.00,2.43
3056,US-2015-100377,8/28/2015,9/1/2015,Standard Class,TS-21370,TEC-CO-10001046,2799.96,5,0.20,874.99
3057,CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010,OFF-EN-10002973,8.96,2,0.00,4.30
3058,CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010,OFF-LA-10001641,31.50,10,0.00,15.12
3059,CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010,FUR-FU-10003878,30.56,2,0.00,10.39
3060,CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010,FUR-TA-10003837,24.37,2,0.20,-3.35
3061,CA-2016-144554,11/7/2016,11/12/2016,Standard Class,DM-13345,TEC-AC-10002800,119.98,3,0.20,22.50
3062,CA-2017-127621,3/3/2017,3/7/2017,Standard Class,RE-19450,OFF-PA-10001307,26.88,8,0.20,9.74
3063,CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,TEC-PH-10002350,83.97,3,0.00,23.51
3064,CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,TEC-AC-10000397,104.97,3,0.00,7.35
