"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7867140395.33705","8382519637.46224","10118631851.5322","11239547690.9797","10971583944.7561","11524776866.6379","12237388001.7264","14259781159.0119","18781721376.1985","22627507451.5648","26097677571.8373","30183575103.5262","39697891351.9431","47797551587.8823","37388122046.1496","37138464732.9838","43582248869.6143","42943442157.7701","46514471181.9327","48574531941.9167","41418872976.1196","43018087237.5741","47758736931.7801","53722883091.3513","54627411860.4705","",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","703925705.942958","704145671.350213","741509480.796284","791140595.772755","903158753.943622","921600736.304026","968440149.470951","974721762.535327","1066447130.82052","1234878980.502","1509155304.55829","1572311184.48205","1968733388.32371","2701874353.136","3295860604.8053","3233432050.01645","3544268547.54441","3922895891.95273","4884868707.57013","5711458447.99119","6232005793.90261","5231808996.08866","4764549708.635","4683697830.37475","4594891790.00279","4738559684.76119","6921264222.50316","8614215018.9087","9750161272.62754","10391504914.0049","13229247947.8513","14321878322.5044","16065740276.0351","16486900652.9851","18325790933.2047","21588170498.0843","21776609771.987","19731912494.3617","20209122027.1171","22235929043.2559","21263514833.2412","21272418791.9463","23616328816.1114","29557325056.4334","34685281847.5292","37347394602.6614","42414308116.9239","50888134410.0739","55849686538.7432","51370543206.4462","53212476812.2957","60004630234.4135","56677961787.0717","61739352212.3049","66103853236.7572","57744457954.7297","60691483443.1221","64181944722.7283","70919958015.5247","71104919108.1411","",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5785775812.89218","5969114344.05309","6521609000.72587","7159169546.05028","7525408359.35623","7949253765.93279","8351415939.10902","9545172805.82083","11749456401.4266","14401882398.8552","16959313005.6005","21517445447.705","31004884420.7359","35756225697.9974","26317286627.7453","23877564355.9904","28619991391.7457","28330632928.5559","30432796305.7043","31329367172.7409","27239653843.5022","28052325862.0461","30458763245.5118","34416012859.1866","34102913582.4235","",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1130457130.00739","1121486562.52512","1292281653.68246","1348827324.09861","1517496131.38322","1941246972.45874","2269233639.28065","2683254708.17411","3220920084.77746","3735117374.41125","4879018601.90911","5625533410.31176","6265844252.10105","6996034036.99892","7122539666.59972","7211264780.00828","6742367273.27418","6490571703.85015","6720492405.83611","6811227982.82193","7322677820.10108","8195033162.12038","10585624890.9277","12092222041.9168","14789661809.1834","18340447242.9971","20917444919.6394","21475520709.3922","28123640998.7253","36709860068.3445","43031577366.4251","51552075901.5183","55347998647.8196","45361678146.5247","45387299721.0792","50751059058.0613","55084050789.7182","53859116535.5306","",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037150716.33238","2025689536.60705","2379606422.29029","2657247327.3392","2798339768.79755","2948325264.30195","2876395613.08171","3046339294.53611","3271415867.99723","3651615453.01848","3956328426.04486","4356633663.36634","5074117544.77482","6242177798.33938","7675408485.51421","8984824182.60333","9584323309.12136","11049896742.3889","13236854105.1672","15912133569.2852","21728770055.3777","17788171722.4446","17692341358.1272","16251460689.3254","14824728528.4604","14991283215.7408","19462175321.8224","21765261041.7265","25705296183.5037","26314220188.0257","30180108561.9305","32285388165.2999","33711069430.78","31655473663.8348","35604137422.5796","39030285468.3841","43161452678.4383","39147844526.0838","41806219378.6181","41632027599.8531","38857251336.3448","39459581217.3759","42236836820.6152","52064058833.9739","59626020162.3816","62343022650.8742","68640825480.9223","79041294874.4553","92507257783.5697","92897320375.8176","93216746661.5977","101370474295.109","98266306615.3632","106825649872.108","110081248587.369","101179808076.36","103311649248.024","109682728023.112","118096227400.092","119700325461.938","",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293073868.023221","327651487.962757","402460333.237637","523552815.119127","563939670.704419","711922994.225545","735339911.935065","811250927.388998","1000535735.38751","1209898293.46372","1378130995.65913","1205166025.51592","1143229071.77943","1092551781.01486","1037314956.25083","1082851076.52158","1515209588.2378","1839095595.25655","2000674667.08261","2010116851.20284","2481316053.85316","2480497538.54794","2737067001.75938","2574440022.97964","2720297793.28662","3130270895.13587","3137848801.03606","2840182220.99117","2934578821.10938","2906009307.6651","2647883815.57966","2718868306.01093","2968987019.23077","3601321064.55266","4137913500","4203084193.50827","4582988332.70606","5867916780.72817","6476490405.74191","5451653237.01028","5367625613.15127","6088808463.25167","5743029680.07195","6555983530.34932","7069616048.89066","6261622101.40908","6472990923.1791","6431314957.07185","7188238072.74445","","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752979926.41489","1695122173.91304","1930081168.83117","1698717504.65549","1170782957.37443","1288429391.79951","1480673594.05602","1661818168.4226","1980907434.76826","2598249555.89984","2988348836.471","3408244549.19999","4401189466.14058","6054849884.52656","5439422031.39627","6974960345.3712","8414360656.29632","8709165249.26928","9496684701.43325","9510219299.49557","7745231660.33425","8071480540.86068","9669759987.02633","11456717193.2501","11968713370.4969","",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.076322","699161943.857103","739286906.851553","759345862.971331","802482182.924192","833563472.162352","900264583.688205","956436931.142347","1031669636.36116","1056391054.5386","1111859569.7715","1199507629.99179","1341590681.58511","1653062347.36254","1917508190.04689","2283049233.28758","2181844193.9254","2358930406.42896","2669755115.50569","3463565881.42486","5201818349.00282","4759333969.85141","4784977348.97042","4686457013.0577","3905938480.82352","3802557894.90614","4347989798.83436","3212900560.80991","3189456961.27972","3175638332.5404","3931334870.74964","3254713056.02171","3714967007.18602","4063298919.2868","3522226902.75861","3838101052.21232","4931861239.07864","4262965281.5836","4401967499.25594","4277903780.29131","4629247090.97816","5438332738.10373","5351701534.15801","6372498719.84613","5064732715.72615","5859269849.14523","6395712392.23682","8524620739.24074","10725137477.9995","9616879920.50734","9982711030.26388","11551821062.3334","11578978052.8789","12423557906.9182","12522959157.2295","11323023786.5698","11848615018.4137","13176313233.1978","13853433947.6241","14114631280.6774","",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","42463576.1589404","44781456.9536424","47935843.7935844","57829787.2340426","109503546.099291","127154929.577465","141902097.902098","141268980.477223","168610478.359909","189535398.230089","215089005.235602","244468292.682927","284853358.561968","322326642.335766","355884383.08887","398988954.970263","450382327.952421","508223602.378929","540096397.621071","589239753.610875","624337145.284622","870179738.562091","897031250","1052121054.6875","1226829562.5","1163362437.5","1575200390.625","1868383460.9375","2271646187.5","2345294875","2588176054.6875","2774351760.03287","2886170571.69634","3295011381.75405","3697351594.22359","4109447297.00709","4379115587.82957","4754352301.4104","5299773145.08744","5642179170.45898","",
"Middle East & North Africa","MEA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","32445755177.4135","36100200677.947","41548379213.73","47904652815.7045","58587036259.7767","78724977480.4644","142858478714.174","155968636005.817","193699337909.063","224547430718.668","238550818974.833","311693063035.401","401515696459.689","415029526988.829","415854960509.131","422990178272.355","428985101136.929","436076402604.482","446893633997.628","411176883455.838","408649223153.509","420904183543.211","550964012809.014","554959771719.361","604041562131.274","608278483180.354","634164099962.899","709080381693.986","802681935869.156","832787572355.934","809389985074.717","866726694610.526","966793939323.545","969438036629.246","963814850177.69","1086468754425.9","1271705954152.05","1530654274870.94","1791625527738.06","2124014664519.27","2655740468950.13","2372559331529.02","2768051385032.86","3280524945926.26","3576379622626.96","3548728301289.72","3569880025466.93","3143961312693.31","3155520650807.12","3272607336333.91","3566140736118.84","3649607782728.21","",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13040000000","14160000000","15200000000","16960000000","20080000000","21840000000","24320000000","26560000000","29360000000","32480000000","35520000000","39200000000","45200000000","55280000000","72000000000","88000000000","89025974025.974","81814159292.0354","102500000000","134561403508.772","205139086956.522","263959336734.694","184609157801.418","156159198584.513","184261495828.367","195219789801.479","134550096436.744","147540738281.817","181611549975.804","221400669713.589","261253582805.945","313142768453.485","363157598242.27","500736065605.341","527813238126.278","360073909243.855","410975595310.156","500413483109.175","526502129378.284","600232874042.927","707906744574.644","756706300589.791","772106378935.377","729336319677.449","782240601984.76","877476221382.101","975387131716.089","1052696282278.87","1109989063586.62","900045350649.351","1057801295584.05","1180489601957.61","1201089987015.45","1274443084716.57","1315351183524.54","1171867608197.72","1078490651625.31","1158913035796.37","1222348807283.2","1268870527160.03","",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","110705600","112279400","114326300","115347500","122824000","131738200","131398500","133806400","141922500","145474100","153884600","153135800","151772600","162164700","174332100","182874800","187707400","184689500","184599600","200558400","212881000","221278000","","",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","312137635870.486","300150437356.535","312904080496.36","334266843293.855","377766913740.412","415008741502.297","428833530307.131","441503743146.285","466834396963.121","521143639802.581","573022918978.495","617280136741.369","690814883675.774","875316640314.229","1119620176768.88","1234567874350.25","1336384126144.46","1501023970598.13","1626972191543.77","1942171219758.03","2289153486021.14","2588799413003.36","2556955841811.5","2474375758587.7","2503494024747.72","2637860379831.6","2725950251476.59","2787510665256.88","3006143573900.52","3104934432325.4","3549400309645.42","3798460031252.32","3769379408248.12","4011082245154.02","4359318406272.52","4876026404426.32","5330052508865.65","5644293852340.81","5471486665226.27","5343217505800.49","5832220849562.27","5905406963460.62","6016115403111.82","6776422314640.55","8046038356510.22","9592233765422.72","11404413242752.2","14109480660683.8","16933828714173.2","16555404821293.2","20154557259462.8","23825657402234.9","25456336153963","26949417332375.6","27956218907118.6","26539231023472.8","26707878448640.1","29355518486024.9","31284038166251","32087932735521.4","",
"North Macedonia","MKD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4699646643.10954","4938775510.20408","2436849341.97604","2682456896.55172","3556581986.14319","4680078740.15748","4651453634.08521","3928975903.61446","3756208791.20879","3863743409.49033","3772851420.24763","3709637829.94866","4018365247.44444","4946292774.79046","5682719260.0763","6258600713.82627","6861222331.96317","8336478142.08872","9909548410.82744","9401731495.71661","9407168702.4313","10494632699.3859","9745251126.0109","10817712138.9451","11362272837.8818","10064515432.0265","10672471860.7184","11307058382.3435","12683073866.1105","12547040498.9077","",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","275494520.141999","343771964.662167","339913833.096246","359772363.262207","430096738.369216","486617332.387405","563683660.31194","538747268.333356","830710615.179954","939227993.66396","1049838492.55759","1222702356.10946","1595423285.64659","1759690811.60699","1538972158.1782","1333754034.23489","1297765448.50498","1232932008.13719","1392195933.33971","1852163474.54664","2090629722.63611","2169040741.55896","2181821902.43953","2681912030.49384","2724131545.16958","2830673388.82429","2818280876.07615","2081846482.74771","2706425298.36818","2780422212.26995","2697105694.07956","2920358586.75234","3439463140.35541","2954129565.82965","3465305993.47783","3889758023.73699","4703504466.53245","5444474268.42491","6247496491.29462","6905876385.35306","8145694631.88354","9798741073.85509","10190945007.299","10689167195.3375","12995074801.061","12441946098.4018","13242680704.5961","14364859445.8846","13104802016.2041","14025944550.3788","15365627045.0866","17070758732.1991","17279566718.6087","",
"Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","250721821.553678","264579879.784878","295118249.324933","345602025.375393","376094108.475331","474620439.58496","527936988.791275","625573345.532174","793675169.878579","1001300838.32335","1250242107.87969","1243469360.56838","1234518125","1165771369.00625","1101828568.76804","1117835285.50512","1435079200.34957","1751247763.41948","2019474244.19359","2118574772.11136","2547163582.33149","2750041434.26295","3021910216.71827","2709178326.78271","2998570146.54095","3720400496.11451","3822882839.29297","3793418472.20321","4010571271.3657","4121350758.88841","4069515556.78692","4088368961.75836","4470446352.32569","5448415539.81248","6098092511.83004","6416184235.8384","6778324087.13818","7925371458.80527","9090406749.5267","8696366868.92276","9035932177.77961","9638916472.1536","9462238256.97848","10551661220.181","11626281449.5909","11091434435.2345","11665231192.2959","13146963159.1185","14750790658.4025","14989415684.1203","",
"Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8905066163.58643","6477790688.22844","6777632512.0781","10467109977.6717","10567354056.4049","11986972418.5103","14502553709.8303","20182477480.5512","31862554101.9378","36906181380.8127","49540813342.4834","59977326085.9908","59937797559.3295","60269734044.526","65446199787.8425","67822772707.1034","67184236746.5694","68945867477.6054","76168043981.5932","76085852617.1371","",
"Middle East & North Africa (excluding high income)","MNA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","291971696049.129","298968224507.145","340930725512.831","395333227315.749","406052927306.613","412136964933.442","435869595425.081","451663956562.155","466336846350.011","450773920225.168","508946757945.53","593345806795.527","698843530014.605","811977171056.04","1003231089320.68","1243192298119.87","1200037635630.84","1384800137552.85","1566916852595.94","1729643567215.21","1619240456887.95","1599403833225.15","1440212700192.34","1459985957527.77","1436549350150.36","1520424748698.99","","",
"Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","984297589.359934","1159869245.92513","1284685050.52413","1707710053.14938","2073234417.68066","2257174480.78597","2721903148.91482","3680711743.77224","4545674527.61096","4159330369.5471","4142931812.77707","4544575151.98546","4087561649.51236","4464502433.55448","4587741791.10639","4053097851.44823","4373958353.52982","4844606145.7683","5504255213.57871","5542577964.98146","",
"Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2310099100","2552401933.33333","2725736633.33333","2098734600","2186505475","2896178866.66667","3020611600","3204461566.66667","3576966800","2560785660","2379018326.31579","1317611863.84977","768401634.154573","925817092.217484","1452165005.2384","1345719472.35883","1180934202.83801","1124440248.9783","1057408588.68269","1136896123.61298","1267997934.3125","1396555719.97409","1595297355.78349","1992066808.09598","2523471532.01083","3414055566.1138","4234999823.30839","5623216448.86852","4583850367.88972","7189481824.07288","10409797649.3063","12292770631.1967","12582122604.1921","12226514722.0861","11749620619.5962","11186734674.3847","11425755279.5395","13108769495.7425","13996719329.4097","",
"Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1284000000","1239000000","1210000000","1061000000","990000000","938000000","939000000","795000000","799000000","733000000","751000000","782000000","845000000","931000000","1250000000","1601000000","1323000000","","",
"Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3633406064.83095","2588625092.53848","2676425527.06841","2742148398.93479","2843489764.65219","3856799844.1609","4648832184.06736","5263877520.08489","5976408043.77265","5656473652.41147","5398568543.63492","5677003239.29386","6303391143.83386","7631120533.36168","8542070109.70903","9176889070.42298","10450843291.2931","12556195188.5962","11914471497.1492","11104648673.0016","14381552432.9494","16350804543.0515","16974320551.0213","17716084107.5888","15950969018.9458","11936999283.1791","13219084261.3664","14845870050.7092","15291448211.603","",
"Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD","","159213462.493589","164271590.835566","168186331.271262","224495789.265476","255340526.745302","266533659.162216","282615367.46488","311396000.321084","295062138.067838","309405316.058955","335569088.717833","391669449.25347","493237544.352934","613010958.14599","703378653.350029","775046377.591752","799029666.591345","804629876.770723","951900945.200283","1047924649.11779","1105495368.38146","1108776010.25575","1165170625.65959","1074373735.45291","1009723326.31752","1186628778.51236","1344665270.68865","1414951854.05644","1450647019.20509","1506914407.82331","2133693477.88416","2164292208.16528","1847350611.72458","1944876755.00708","2091731420.68923","2132081881.91398","2072001066.8212","2032345831.83005","1985924386.91448","1779521109.91268","1746064718.79169","1777058592.98812","2051147606.73687","2362501023.24249","2936019525.60241","4008583967.92519","4328063511.13524","5138471610.16598","4725200357.55624","5628882266.37767","6764635686.79345","6728208836.22143","7223063169.72749","6592537781.81518","6166857628.62212","6398744505.08129","6758390728.71734","7049169770.86399","7600656943.97506","",
"Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","704033525.405972","823634464.910024","1015365145.29554","1211141231.11555","1131788191.50736","1142393554.52358","1078408829.616","1090276947.25872","1040557089.33864","1076121094.38239","1462900255.4506","1880852914.22714","2134517067.65295","2181930254.82301","2653480001.34558","2856890680.60285","3224267547.80508","3263368410.01813","3558137040.37772","4040345933.2923","4421943910.49749","4187367601.73431","4169664285.38681","4343710332.80658","4663313620.01707","4613630622.77501","4841310239.63687","5816553826.85519","6578844486.06288","6488750452.60067","7028803365.70151","8150138757.15741","9990370016.30771","9128843109.15588","10003670690.3497","11518393367.2403","11668685524.1265","12129642296.4425","12803445933.5894","11692287066.381","12232463655.5727","13259351418.4459","14181951058.5129","14048430518.5561","",
"Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD","162956740.865183","174576508.469831","183116337.673247","190816183.676326","194736105.277894","229455410.891782","260394792.104158","269814968.240817","245169806.792272","265810632.425297","290531621.264851","365386929.835119","406062874.251497","444281703.893568","548621017.593913","613220652.928919","670317634.173056","806290840.624654","949034016.830627","1058269065.98115","1237655461.1501","1237685691.94683","1180104216.01137","1223186840.31324","1208008985.42522","1131347798.26653","1183654827.79002","1183094127.76747","1379924257.21313","1590215582.53307","1880771556.30474","2203545856.66893","1799517081.56412","2070636935.58644","1181802596.03498","1397457932.30697","2281034131.36493","2663234933.89767","1750584265.28754","1775921718.10534","1743506531.32652","1716502862.2954","3495748397.63025","3208837077.25069","3476094498.87517","3655909664.1423","3998020176.67364","4432937045.79897","5321012192.33619","6191127665.1963","6959655570.89098","8004000737.30717","6028487928.83351","5518880768.57955","6047813437.31804","6373212640.84604","5433040159.88747","6303292264.18905","6917301908.62757","7666704427.00915","",
"Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD","1916241996.60264","1901868548.28172","2001502678.6881","2510126747.68065","2674441395.53116","2956356984.18921","3143538481.64119","3188945511.56409","3330393309.81315","3664575983.27453","3864170913.36731","4244340333.51899","5043268548.73032","7662996766.66803","9496074114.07918","9298800799.46702","11050125904.9418","13139397879.1695","16358376511.2263","21213672089.1976","24488033442.0506","25004557093.8761","26804401815.5348","30346788437.5135","33943505717.6993","31200161095.4491","27734562640.4277","32181695507.2234","35271880250.4964","38848567631.4235","44024178343.0071","49143148094.2683","59167550162.956","66894837030.4184","74478356957.7808","88705342902.7113","100855393910.486","100005323301.867","72167498980.8398","79148421052.6316","93789736842.1053","92783947368.4211","100845526315.789","110202368421.053","124749473684.211","143534102611.497","162691238209.476","193547824063.3","230813897715.69","202257625195.063","255016609232.871","297951960784.314","314443149443.149","323277158906.979","338061963396.376","301354803994.367","301255380276.258","319112136545.438","358715057123.739","364681367531.684","",
"North America","NAC","GDP (current US$)","NY.GDP.MKTP.CD","583846188346.727","604324202050.648","647421597617.886","683726355213.519","735285089547.341","798329518629.678","876222557410.434","927523758485.747","1014479810519.9","1099213311661.69","1161385395320.13","1264333061774.61","1392428220486.92","1556967358814.12","1705964297341.51","1859083029689.34","2080373864908.72","2293885157028.68","2570707667537.48","2870923302612.26","3131774126516.07","3513995963656.99","3658081025119.14","3975475111781.89","4393971258071.62","4704774999482.75","4958242427343.98","5287828242049.45","5745207451214.25","6208137243275.24","6558665950908.47","6770092083643.19","7114394589252.92","7437550121856.44","7867242439537.61","8245811373433.4","8704363777972.13","9233311204265.78","9697762229406.81","10310072635807.7","10998121151318.6","11321881659892.6","11698306960646.5","12354812816817.7","13241410621714.1","14210866345864.7","15136170611461.2","15923602846205.8","16268955292997.2","15826742029986.4","16612151675811.1","17337541701047.8","18032074866349","18638523474155.3","19337110892844.6","19787488505418.2","20250103662982.1","21176374062226.8","22303646726082.2","23177135742520","",
"Namibia","NAM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","2422096074.58458","2246757386.46297","2116069373.76879","2293990996.47113","1947967886.46389","1605911706.00638","1806223061.29464","2296378834.86149","2491412335.78392","2531519951.42295","2785764518.01845","2992650454.49607","3424733520.33661","3218475900.48046","3636645995.26867","3942478205.72909","3945340776.40546","4102648719.61806","3826527630.55551","3818954447.99083","3833993702.98856","3476452446.22032","3275669889.09655","4811994024.87871","6480441754.26103","7101514450.14191","7840138005.94051","8729714008.27852","8496492492.4561","8825055228.32872","11268186636.2905","12343501808.2192","13041886316.4832","12011207741.4591","12356482988.8683","11272143472.6244","10665634688.0779","12741746523.8632","13454211343.5949","12366528259.1844","",
"New Caledonia","NCL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","159594493.548808","164206537.561675","180036768.87301","215507164.034258","263108834.536684","358815681.903215","413634335.270097","505892512.861927","542294864.81243","637400199.110489","816647865.83143","798310509.647434","837616756.533737","846007597.720396","1047225130.24333","1182457142.60648","972563810.230325","904619629.797268","823832940.450511","796018978.4713","854823821.723177","1201262517.87644","1488113532.28584","2072735787.31779","2185072798.33184","2529310103.83608","2653781596.46008","2923764926.39718","3070161471.04451","3038727617.03901","3628440274.67","3606968433.92682","3291489840.57141","3158806480.26107","3056999988.09146","2682347064.3642","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP (current US$)","NY.GDP.MKTP.CD","449526872.565561","485785234.940376","531736492.909178","586294761.493516","582816358.347155","673383604.238783","702296184.361344","665586975.088302","641214210.668969","625867922.677513","649916708.242418","693573595.320975","742779740.393512","946385033.011918","1026136974.47536","1048690933.21027","1064517574.56042","1291457973.12517","1774365275.18226","2109278101.9887","2508524186.43352","2170893038.90053","2017611927.4037","1803099731.54257","1461243212.42814","1440581533.7564","1904097020.29333","2233005822.58534","2280356338.22867","2179567107.50159","3512356353.0798","3285796979.79737","3386232592.01834","2208546462.60763","1938058161.25116","2302537682.18029","2405687081.12795","2290318800.33457","2643363406.97664","2536859319.75538","2236185389.87885","2448714680.56221","2782192986.95772","3394084884.67098","3760443965.72976","4383315656.99096","4756361479.98873","5731485267.33492","7297600896.86099","7352131669.2941","7851191899.3408","8772951261.81807","9426913349.22319","10224897934.722","10862944203.5591","9685577941.03195","10355006770.1014","11189541083.3975","12846952856.8458","12911689659.351","",
"Nigeria","NGA","GDP (current US$)","NY.GDP.MKTP.CD","4196092258.15484","4467200335.99328","4909302953.94092","5165489010.2198","5552822483.55033","5874422511.54977","6366792664.14672","5203135937.28125","5200895982.08036","6634187316.25367","12545849083.0183","9181769911.50443","12274416017.7976","15162871287.1287","24846641318.1242","27778934624.6973","36308883248.731","36035407725.3219","36527862208.7133","47259911894.2731","64201788122.6054","164475209515.19","142769363313.375","97094911790.6948","73484359521.0997","73745821156.2996","54805852581.1516","52676041930.5791","49648470439.7963","44003061108.3357","54035795388.0915","49118433047.5318","47794925814.7558","27752204320.0883","33833042987.7582","44062465800.1706","51075815092.5","54457835193.4927","54604050168.1818","59372613485.6576","69448756932.5833","74030364472.0506","95385819320.5737","104911947834.122","136385979322.437","176134087150.341","236103982431.635","275625684968.615","337035512676.936","291880204327.419","361456622215.721","404993594133.582","455501524575.498","508692961937.492","546676374567.721","486803295097.89","404650006428.613","375746469538.666","397190484464.308","448120428858.769","",
"Nicaragua","NIC","GDP (current US$)","NY.GDP.MKTP.CD","223854666.666667","240524723.428571","265291588.666667","292916241.142857","341973758.857143","566542872.357143","606671444","657171436.714286","695899980.428571","747971449.571429","776585681.071429","826571413.428571","880842890.071429","1093571441.5","1520900045.14286","1590428522.64286","1847871371.71429","2239857060.57143","2142128603.78571","1527852635.63158","2189347367.52632","2448290109.65","2465165179.69565","2743341724.08333","3105517091.41379","2683816288.7907","2885710608.88079","3851213727.67857","2630904261.83247","1013184745.70715","1009455483.87097","1488804123.71134","1792800000","1756454248.36601","3863185119.04762","4140470000","4308351902.78601","4389965590.96538","4635267224.84195","4855717874.68247","5107329007.0922","5323146565.70315","5224213017.54386","5322454925.84746","5795568204.64532","6321335612.22233","6763361732.88486","7423367753.47589","8496946608.23151","8298729073.96937","8758639096.47693","9774262741.75783","10532049076.9407","10982938825.6994","11880434070.7811","12756706583.3113","13286083644.8761","13785909906.1925","13063904770.3561","12520915291.1837","",
"Netherlands","NLD","GDP (current US$)","NY.GDP.MKTP.CD","12276734172.0828","13493833739.9949","14647057370.1418","15891241386.291","18699380731.3465","21000586933.2041","22867203317.4022","25087562181.3218","27817605743.2503","34035946604.1815","38164716625.0685","44579122807.0175","54706557264.4878","71840909664.1968","87243413394.5405","100249523353.085","109168720620.103","127016990212.804","155859695457.323","179669405690.432","195152092662.381","164134217080.279","158479527935.958","153445465987.182","143912664148.352","143845822717.622","200862095700.666","245046310922.541","261910508417.884","258336705808.999","318330511920.61","327500327675.625","362962872180.451","353550169672.52","379130260322.073","452301674444.139","450490196078.431","416812740004.518","438008220395.468","446898572341.786","416442786069.652","431213422818.792","471613965744.401","578792325056.433","657171591755.649","685092650167.89","733340860619.747","847481522036.682","947997656364.435","868077243678.8","846554894931.084","904085980796.018","838971306990.906","876923518850.405","890981311077.658","765264949780.999","783528181704.567","833869641687.06","914043438179.607","907050863145.097","",
"Norway","NOR","GDP (current US$)","NY.GDP.MKTP.CD","5163271598.15702","5632460936.54576","6066976682.67364","6510239502.76489","7159202706.48027","8058681060.159","8696460205.3397","9514496703.39762","10159934136.7838","11063065083.4888","12814123115.2613","14583114840.0629","17358610849.701","22534253702.8686","27145693810.1341","32877805200.023","35942270686.3374","41508030431.1074","46523091009.6713","53132244623.9213","64439382896.0156","63596654760.8677","62647195537.6511","61627240831.0948","62057955032.7758","65416879914.3907","78693253275.995","94230055658.6271","101900260856.222","102633789557.535","119791683307.507","121872464483.487","130838040067.584","120579072750.596","127131461119.927","152029612324.788","163520109150.671","161356631888.484","154163364302.66","162284465073.341","171247131268.604","173972218824.027","195524186477.617","228858506821.841","264511630666.983","308884284051.222","345581369965.54","400937100158.657","462250000000","386190385318.767","428757038466.841","498283438454.281","509506317146.541","522761531914.894","498410050251.256","385801550067.169","368819929542.194","398393955268.99","434166615431.909","403336363636.364","",
